,Pclass,SibSp,Parch,sex_no,embarked_no,fare_scaled,deck_number,cabin_count,age_scaled,Survived
801,2,1,1,0,3,-0.0116218399587,0,0,0.01634685037624001,1
802,1,1,2,1,3,0.171365973346,2,2,-0.23497257661546644,1
803,3,0,1,1,1,-0.0462349363819,0,0,-0.36792055349407915,1
804,3,0,0,1,3,-0.049244134374099996,0,0,-0.033917035022101284,1
805,3,0,0,1,3,-0.0476826383672,0,0,0.01634685037624001,0
806,1,0,0,1,3,-0.0628584276839,1,1,0.11687462117292259,0
807,3,0,0,0,3,-0.0476826383672,0,0,-0.1470107771683692,0
808,2,0,0,1,3,-0.0374841175724,0,0,0.11687462117292259,0
809,1,1,0,0,3,0.0407858697717,5,1,0.04147879307541066,1
810,3,0,0,1,3,-0.0474630529913,0,0,-0.046483006371686605,0
811,3,0,0,1,3,-0.015720766976700003,0,0,0.11687462117292259,0
812,2,0,0,1,3,-0.0423637925939,0,0,0.0666107357745813,0
813,3,4,2,0,3,-0.00181369316559,0,0,-0.29780243336339307,0
814,3,0,0,1,3,-0.0471458741149,0,0,0.010063864701447349,0
815,1,0,0,1,3,-0.0628584276839,2,1,,0
816,3,0,0,0,3,-0.047389857865900005,0,0,-0.08418092042044258,0
817,2,1,1,1,1,0.00936896048756,0,0,0.01634685037624001,0
818,3,0,0,1,3,-0.0502688661286,0,0,0.1671385065712639,0
819,3,3,2,1,3,-0.00840125444455,0,0,-0.2475385479650518,0
820,1,1,1,0,3,0.119641418118,2,1,0.2802322487175318,1
821,3,0,0,1,3,-0.04595035373459999,0,0,-0.033917035022101284,1
822,1,0,0,1,3,-0.0628584276839,0,0,0.10430864982333728,0
823,3,0,1,0,3,-0.038508849326900005,5,1,-0.033917035022101284,1
824,3,4,1,1,3,0.0146064132816,0,0,-0.3480663187617344,0
825,3,0,0,1,2,-0.049292931124300006,0,0,,0
826,3,0,0,1,3,0.0474140299468,0,0,,0
827,2,0,2,1,1,0.00936896048756,0,0,-0.3606322901113197,1
828,3,0,0,1,2,-0.0477314351174,0,0,,1
829,1,0,0,0,0,0.09329117300249999,2,1,0.405891962213385,1
830,3,1,0,0,1,-0.0346457082059,0,0,-0.18470869121712516,1
831,2,1,1,1,3,-0.0262608650231,0,0,-0.3627685052407492,1
832,3,0,0,1,1,-0.0487479690179,0,0,,0
833,3,0,0,1,3,-0.0475280502626,0,0,-0.08418092042044258,0
834,3,0,0,1,3,-0.0466579066127,0,0,-0.1470107771683692,0
835,1,1,1,0,1,0.09945576405060001,5,1,0.11687462117292259,1
836,3,0,0,1,3,-0.04595035373459999,0,0,-0.10931286311961322,0
837,3,0,0,1,3,-0.0471458741149,0,0,,0
838,3,0,0,1,3,0.0474140299468,0,0,0.028912821725825332,1
839,1,0,0,1,1,-0.004887888429109999,3,1,,1
840,3,0,0,1,3,-0.047389857865900005,0,0,-0.12187883446919855,0
841,2,0,0,1,3,-0.0423637925939,0,0,-0.17214271986753985,0
842,1,0,0,0,1,-0.00235045741795,0,0,0.0037808790266546863,1
843,3,0,0,1,1,-0.050293264503699996,0,0,0.06032775009978864,0
844,3,0,0,1,3,-0.04595035373459999,0,0,-0.1595767485179545,0
845,3,0,0,1,3,-0.0481218091192,0,0,0.15457253522167858,0
846,3,8,2,1,3,0.0728941314128,0,0,,0
847,3,0,0,1,1,-0.047446852470199995,0,0,0.0666107357745813,0
848,2,0,1,1,3,0.00155328259921,0,0,-0.02135106367251596,0
849,1,1,0,0,1,0.111061387935,3,1,,1
850,3,4,2,1,3,-0.00181369316559,0,0,-0.3229343760625637,0
851,3,0,0,1,3,-0.0476826383672,0,0,0.5566836184084089,0
852,3,1,1,0,1,-0.033100607907099996,0,0,-0.26010451931463713,0
853,1,0,1,0,3,0.0140452506541,4,1,-0.17214271986753985,1
854,2,1,0,0,3,-0.0121098074609,0,0,0.1797044779208492,0
855,3,0,1,0,3,-0.0446084431037,0,0,-0.1470107771683692,1
856,1,1,1,0,3,0.25893993946,0,0,0.19227044927043455,1
857,1,0,0,1,3,-0.0110362789561,5,1,0.26766627736794646,1
858,3,0,3,0,1,-0.025268729497700003,0,0,-0.07161494907085725,1
859,3,0,0,1,1,-0.0487479690179,0,0,,0
860,3,2,0,1,3,-0.0353208600419,0,0,0.14200656387209323,0
861,2,1,0,1,3,-0.0404119225853,0,0,-0.10931286311961322,0
862,1,0,0,0,3,-0.0122479998575,4,1,0.22996836331919052,1
863,3,8,2,0,3,0.0728941314128,0,0,,0
864,2,0,0,1,3,-0.0374841175724,0,0,-0.07161494907085725,0
865,2,0,0,0,3,-0.0374841175724,0,0,0.15457253522167858,1
866,2,1,0,0,1,-0.035808827544,0,0,-0.033917035022101284,1
867,1,0,0,1,3,0.0357028098953,1,1,0.01634685037624001,0
868,3,0,0,1,3,-0.0443156626024,0,0,,0
869,3,1,1,1,3,-0.041127673317400006,0,0,-0.3229343760625637,1
870,3,0,0,1,3,-0.047446852470199995,0,0,-0.046483006371686605,0
871,1,1,1,0,3,0.039720539121,4,1,0.21740239196960517,1
872,1,0,0,1,3,-0.053099077641000005,2,3,0.04147879307541066,0
873,3,0,0,1,3,-0.0452915976067,0,0,0.21740239196960517,0
874,2,1,0,0,1,-0.016013547478,0,0,-0.02135106367251596,1
875,3,0,0,0,1,-0.048756166872,0,0,-0.18470869121712516,1
876,3,0,0,1,3,-0.0436407059535,0,0,-0.12187883446919855,0
877,3,0,0,1,3,-0.047446852470199995,0,0,-0.13444480581878387,0
878,3,0,0,1,3,-0.047446852470199995,0,0,,0
879,1,0,1,0,1,0.09945576405060001,3,1,0.3304961341158731,1
880,2,0,1,0,3,-0.0121098074609,0,0,-0.05904897772127193,1
881,3,0,0,1,3,-0.047446852470199995,0,0,0.04147879307541066,0
882,3,0,0,0,3,-0.042331196364699994,0,0,-0.0967468917700279,0
883,2,0,0,1,3,-0.0423637925939,0,0,-0.02135106367251596,0
884,3,0,0,1,3,-0.0490977441235,0,0,-0.05904897772127193,0
885,3,0,5,0,2,-0.0060102136840399995,0,0,0.11687462117292259,0
886,2,0,0,1,3,-0.0374841175724,0,0,-0.033917035022101284,0
887,1,0,0,0,3,-0.00430232742653,2,1,-0.13444480581878387,1
888,3,1,2,0,3,-0.0170870759827,0,0,,0
889,1,0,0,1,1,-0.00430232742653,3,1,-0.046483006371686605,1
890,3,0,0,1,2,-0.0477314351174,0,0,0.028912821725825332,0
